EVENT_YR,EVENT_COUNTY,EVENT_COUNTY_POP,PATIENT_AGE_GROUP,NONPHYS_MENTAL_HEALTH_FLG_CNT,SUICIDAL_AND_SELF_HARM_FLG_CNT,HOMICIDAL_AND_HARM_TO_OTHERS_FLG_FLG_CNT,ETL_RUN_TIMESTAMP
2020,JEFFERSON,33100,18 to 60,1721,346,1174,7/24/2025 9:17
2019,ALLEN,379006,< 18,1243,314,845,7/24/2025 9:17
2022,SPENCER,19849,60+,226,,141,7/24/2025 9:17
2017,JENNINGS,27686,60+,280,24,72,7/24/2025 9:17
2017,JENNINGS,27686,< 18,19,16,39,7/24/2025 9:17
2017,KNOX,37070,18 to 60,1997,362,609,7/24/2025 9:17
2017,GIBSON,33730,18 to 60,652,181,567,7/24/2025 9:17
2023,CLARK,125467,60+,2476,114,754,7/24/2025 9:17
2022,CLARK,124222,60+,2582,142,523,7/24/2025 9:17
2018,FULTON,20113,60+,332,12,127,7/24/2025 9:17
2019,WHITLEY,33868,18 to 60,1030,203,427,7/24/2025 9:17
2023,TIPTON,15256,< 18,36,11,34,7/24/2025 9:17
2022,JACKSON,46230,60+,1550,39,517,7/24/2025 9:17
2022,JACKSON,46230,< 18,355,117,372,7/24/2025 9:17
2020,CLINTON,33178,60+,439,22,214,7/24/2025 9:17
2020,JACKSON,46479,< 18,354,73,249,7/24/2025 9:17
2021,CLINTON,32983,60+,472,25,195,7/24/2025 9:17
2023,CLARK,125467,< 18,254,58,260,7/24/2025 9:17
2022,PUTNAM,37294,< 18,106,35,102,7/24/2025 9:17
2022,PUTNAM,37294,60+,843,33,317,7/24/2025 9:17
2023,TIPTON,15256,60+,303,,88,7/24/2025 9:17
2022,CLARK,124222,< 18,157,60,170,7/24/2025 9:17
2018,FULTON,20113,< 18,34,11,55,7/24/2025 9:17
2024,FULTON,20358,< 18,110,30,102,7/24/2025 9:17
2024,FULTON,20358,60+,657,19,218,7/24/2025 9:17
2020,MIAMI,35906,18 to 60,333,36,191,7/24/2025 9:17
2020,CLINTON,33178,< 18,56,24,63,7/24/2025 9:17
2021,CLINTON,32983,< 18,114,47,80,7/24/2025 9:17
2021,BENTON,8686,18 to 60,118,32,58,7/24/2025 9:17
2017,SWITZERLAND,10689,60+,78,,51,7/24/2025 9:17
2023,OHIO,6004,18 to 60,51,10,48,7/24/2025 9:17
2019,MARTIN,10179,18 to 60,56,15,47,7/24/2025 9:17
2022,SPENCER,19849,< 18,27,,17,7/24/2025 9:17
2020,CARROLL,20339,18 to 60,151,29,87,7/24/2025 9:17
2017,SWITZERLAND,10689,< 18,,,,7/24/2025 9:17
2021,JACKSON,46224,18 to 60,3219,392,1201,7/24/2025 9:17
2017,GRANT,66373,60+,2114,68,634,7/24/2025 9:17
2024,DUBOIS,43546,18 to 60,1855,247,507,7/24/2025 9:17
2023,GRANT,66200,60+,3776,146,1270,7/24/2025 9:17
2021,WABASH,30893,< 18,171,52,90,7/24/2025 9:17
2022,CLINTON,32769,18 to 60,663,148,337,7/24/2025 9:17
2018,HENDRICKS,166759,18 to 60,2756,528,1238,7/24/2025 9:17
2017,FULTON,20022,18 to 60,376,74,244,7/24/2025 9:17
2019,HENDRICKS,169924,18 to 60,2962,420,1469,7/24/2025 9:17
2021,WABASH,30893,60+,1113,40,433,7/24/2025 9:17
2022,SCOTT,24500,60+,841,30,356,7/24/2025 9:17
2019,LAWRENCE,45419,18 to 60,903,196,411,7/24/2025 9:17
2023,GRANT,66200,< 18,993,249,1005,7/24/2025 9:17
2024,LAWRENCE,45084,18 to 60,1445,195,452,7/24/2025 9:17
2017,GRANT,66373,< 18,137,25,191,7/24/2025 9:17
2021,DAVIESS,33396,18 to 60,807,143,346,7/24/2025 9:17
2018,SCOTT,23773,60+,504,26,223,7/24/2025 9:17
2018,SCOTT,23773,< 18,51,23,91,7/24/2025 9:17
2018,WABASH,31210,60+,334,14,188,7/24/2025 9:17
2018,STARKE,22953,60+,461,,29,7/24/2025 9:17
2022,FOUNTAIN,16620,60+,346,13,152,7/24/2025 9:17
2022,SCOTT,24500,< 18,236,57,218,7/24/2025 9:17
2017,CRAWFORD,10532,60+,31,0,25,7/24/2025 9:17
2019,PARKE,16893,18 to 60,101,25,62,7/24/2025 9:17
2022,FOUNTAIN,16620,< 18,32,14,19,7/24/2025 9:17
2019,SPENCER,20273,18 to 60,200,48,126,7/24/2025 9:17
2018,STARKE,22953,< 18,,0,,7/24/2025 9:17
2018,CRAWFORD,10585,60+,68,,28,7/24/2025 9:17
2018,WABASH,31210,< 18,19,,19,7/24/2025 9:17
2019,UNION,7135,60+,,0,,7/24/2025 9:17
2018,CRAWFORD,10585,< 18,,,,7/24/2025 9:17
2017,CRAWFORD,10532,< 18,0,0,0,7/24/2025 9:17
2019,UNION,7135,< 18,,,,7/24/2025 9:17
2023,HENDRICKS,186387,60+,4230,144,1632,7/24/2025 9:17
2024,ST JOSEPH,272848,18 to 60,6987,887,3179,7/24/2025 9:17
2020,PULASKI,12515,60+,363,12,124,7/24/2025 9:17
2023,HENDRICKS,186387,< 18,911,205,1288,7/24/2025 9:17
2017,MONROE,146840,60+,1278,44,141,7/24/2025 9:17
2019,WHITE,24197,18 to 60,520,104,304,7/24/2025 9:17
2018,HENRY,48205,60+,1234,27,365,7/24/2025 9:17
2023,ALLEN,394545,18 to 60,17567,3092,5379,7/24/2025 9:17
2021,BOONE,73080,18 to 60,2666,272,1321,7/24/2025 9:17
2024,MONROE,139342,60+,2897,105,730,7/24/2025 9:17
2021,HENRY,49024,60+,1641,64,644,7/24/2025 9:17
2017,JEFFERSON,32031,60+,931,33,358,7/24/2025 9:17
2024,HENRY,48929,< 18,422,189,184,7/24/2025 9:17
2024,KNOX,36070,60+,1704,78,655,7/24/2025 9:17
2024,HOWARD,83831,60+,4242,168,1518,7/24/2025 9:17
2024,FOUNTAIN,16731,18 to 60,273,60,166,7/24/2025 9:17
2021,HENRY,49024,< 18,236,96,189,7/24/2025 9:17
2023,HANCOCK,86166,18 to 60,2238,315,1511,7/24/2025 9:17
2017,RANDOLPH,24917,18 to 60,457,85,263,7/24/2025 9:17
2018,HENRY,48205,< 18,108,39,75,7/24/2025 9:17
2017,MONROE,146840,< 18,73,12,126,7/24/2025 9:17
2024,HENRY,48929,60+,2014,71,607,7/24/2025 9:17
2017,JEFFERSON,32031,< 18,94,39,135,7/24/2025 9:17
2019,PULASKI,12379,60+,253,,122,7/24/2025 9:17
2020,BOONE,71137,18 to 60,2294,243,1317,7/24/2025 9:17
2019,WABASH,31028,18 to 60,965,232,411,7/24/2025 9:17
2024,HOWARD,83831,< 18,932,390,700,7/24/2025 9:17
2020,HENRY,48903,< 18,107,34,107,7/24/2025 9:17
2024,KNOX,36070,< 18,354,149,231,7/24/2025 9:17
2023,CRAWFORD,10438,18 to 60,51,14,30,7/24/2025 9:17
2020,HENRY,48903,60+,1143,38,355,7/24/2025 9:17
2024,MONROE,139342,< 18,646,275,273,7/24/2025 9:17
2020,PULASKI,12515,< 18,27,11,35,7/24/2025 9:17
2020,WASHINGTON,28238,60+,405,27,181,7/24/2025 9:17
2024,WASHINGTON,28205,60+,645,27,263,7/24/2025 9:17
2021,STARKE,23373,18 to 60,114,11,52,7/24/2025 9:17
2017,FOUNTAIN,16442,18 to 60,257,40,163,7/24/2025 9:17
2019,PULASKI,12379,< 18,10,,43,7/24/2025 9:17
2024,WASHINGTON,28205,< 18,114,45,113,7/24/2025 9:17
2019,OWEN,20881,60+,149,,54,7/24/2025 9:17
2020,WASHINGTON,28238,< 18,46,18,64,7/24/2025 9:17
2019,OWEN,20881,< 18,14,,,7/24/2025 9:17
2020,STARKE,23396,18 to 60,60,13,25,7/24/2025 9:17
2020,CRAWFORD,10524,18 to 60,52,11,22,7/24/2025 9:17
2019,HOWARD,82660,18 to 60,3818,943,1241,7/24/2025 9:17
2023,RIPLEY,29227,18 to 60,1297,200,720,7/24/2025 9:17
2018,DECATUR,26685,60+,682,25,191,7/24/2025 9:17
2022,JASPER,33345,18 to 60,929,188,543,7/24/2025 9:17
2019,DUBOIS,42578,< 18,113,43,83,7/24/2025 9:17
2024,MARSHALL,46352,< 18,263,101,273,7/24/2025 9:17
2018,SULLIVAN,20673,60+,452,16,142,7/24/2025 9:17
2024,MARSHALL,46352,60+,1352,50,428,7/24/2025 9:17
2019,HARRISON,40552,18 to 60,1435,214,857,7/24/2025 9:17
2019,DUBOIS,42578,60+,1185,23,215,7/24/2025 9:17
2017,JASPER,33439,18 to 60,518,129,232,7/24/2025 9:17
2017,RUSH,16642,< 18,28,,80,7/24/2025 9:17
2020,LAWRENCE,45016,< 18,58,27,79,7/24/2025 9:17
2022,KNOX,35876,18 to 60,2192,416,681,7/24/2025 9:17
2021,RIPLEY,29015,18 to 60,1402,212,620,7/24/2025 9:17
2020,HARRISON,39676,18 to 60,1340,221,711,7/24/2025 9:17
2020,LAWRENCE,45016,60+,921,35,362,7/24/2025 9:17
2018,DECATUR,26685,< 18,57,22,68,7/24/2025 9:17
2021,HARRISON,39805,18 to 60,1608,278,811,7/24/2025 9:17
2017,STEUBEN,34422,< 18,52,15,50,7/24/2025 9:17
2019,RUSH,16605,60+,470,15,210,7/24/2025 9:17
2017,STEUBEN,34422,60+,507,16,179,7/24/2025 9:17
2019,RUSH,16605,< 18,50,15,126,7/24/2025 9:17
2018,SULLIVAN,20673,< 18,51,,80,7/24/2025 9:17
2017,RUSH,16642,60+,339,16,151,7/24/2025 9:17
2024,SWITZERLAND,10019,60+,100,,46,7/24/2025 9:17
2018,BROWN,15244,18 to 60,63,10,46,7/24/2025 9:17
2017,BROWN,15025,18 to 60,84,24,84,7/24/2025 9:17
2024,SWITZERLAND,10019,< 18,10,,,7/24/2025 9:17
2018,JACKSON,44049,18 to 60,2300,427,1428,7/24/2025 9:17
2024,HAMILTON,371645,18 to 60,11520,1164,6141,7/24/2025 9:17
2024,LAKE,500598,60+,32360,1315,10500,7/24/2025 9:17
2019,NOBLE,47907,60+,1070,65,564,7/24/2025 9:17
2022,RANDOLPH,24350,60+,736,35,416,7/24/2025 9:17
2023,SULLIVAN,20757,18 to 60,722,71,298,7/24/2025 9:17
2024,WARREN,8518,< 18,131,56,151,7/24/2025 9:17
2017,SULLIVAN,20690,18 to 60,605,113,250,7/24/2025 9:17
2021,HUNTINGTON,36788,60+,1039,39,447,7/24/2025 9:17
2024,LAKE,500598,< 18,9857,1773,5158,7/24/2025 9:17
2021,STEUBEN,34702,18 to 60,1366,340,559,7/24/2025 9:17
2023,MONTGOMERY,38573,60+,1519,55,637,7/24/2025 9:17
2024,TIPPECANOE,188792,60+,5360,468,1526,7/24/2025 9:17
2021,NOBLE,47392,< 18,302,74,198,7/24/2025 9:17
2022,ADAMS,36151,60+,687,27,224,7/24/2025 9:17
2024,TIPPECANOE,188792,< 18,1137,488,905,7/24/2025 9:17
2023,HUNTINGTON,36781,< 18,270,131,188,7/24/2025 9:17
2021,HUNTINGTON,36788,< 18,217,61,135,7/24/2025 9:17
2023,CLAY,26460,18 to 60,1848,165,1009,7/24/2025 9:17
2022,RANDOLPH,24350,< 18,118,39,286,7/24/2025 9:17
2024,NOBLE,47430,< 18,297,78,164,7/24/2025 9:17
2023,HUNTINGTON,36781,60+,1222,55,480,7/24/2025 9:17
2020,STEUBEN,34441,18 to 60,1164,282,477,7/24/2025 9:17
2023,FRANKLIN,23096,< 18,38,19,26,7/24/2025 9:17
2021,NOBLE,47392,60+,1051,53,503,7/24/2025 9:17
2017,BLACKFORD,12019,60+,199,,25,7/24/2025 9:17
2022,PARKE,16367,18 to 60,103,20,55,7/24/2025 9:17
2023,ADAMS,36288,< 18,136,49,116,7/24/2025 9:17
2023,MONTGOMERY,38573,< 18,301,150,334,7/24/2025 9:17
2024,WARREN,8518,60+,509,12,189,7/24/2025 9:17
2024,NOBLE,47430,60+,1285,41,487,7/24/2025 9:17
2019,NOBLE,47907,< 18,155,34,193,7/24/2025 9:17
2022,ADAMS,36151,< 18,131,38,114,7/24/2025 9:17
2019,JAY,20446,< 18,57,27,53,7/24/2025 9:17
2018,BOONE,66999,60+,1562,50,618,7/24/2025 9:17
2024,RUSH,16847,18 to 60,793,79,413,7/24/2025 9:17
2018,BOONE,66999,< 18,197,41,338,7/24/2025 9:17
2023,FRANKLIN,23096,60+,194,18,117,7/24/2025 9:17
2023,ADAMS,36288,60+,716,25,255,7/24/2025 9:17
2019,JAY,20446,60+,405,12,106,7/24/2025 9:17
2017,BLACKFORD,12019,< 18,11,,27,7/24/2025 9:17
2024,MARION,968460,18 to 60,64631,12377,31637,7/24/2025 9:17
2021,ORANGE,19806,18 to 60,486,82,252,7/24/2025 9:17
2023,PERRY,19209,60+,550,17,204,7/24/2025 9:17
2017,ST JOSEPH,270219,60+,6300,240,1844,7/24/2025 9:17
2023,WABASH,30670,18 to 60,1227,255,501,7/24/2025 9:17
2017,TIPPECANOE,191334,18 to 60,5233,1524,2895,7/24/2025 9:17
2017,ST JOSEPH,270219,< 18,366,116,331,7/24/2025 9:17
2023,MADISON,132504,18 to 60,8895,1716,4856,7/24/2025 9:17
2024,ORANGE,19638,18 to 60,679,103,206,7/24/2025 9:17
2019,ADAMS,35688,18 to 60,589,86,211,7/24/2025 9:17
2024,RANDOLPH,24216,18 to 60,1048,103,621,7/24/2025 9:17
2022,PERRY,19207,60+,584,13,209,7/24/2025 9:17
2020,MONTGOMERY,37935,18 to 60,1656,443,1030,7/24/2025 9:17
2019,PERRY,19184,60+,668,26,266,7/24/2025 9:17
2020,NOBLE,47460,18 to 60,1676,279,643,7/24/2025 9:17
2018,ORANGE,19567,18 to 60,241,48,115,7/24/2025 9:17
2018,SHELBY,44535,60+,924,44,283,7/24/2025 9:17
2020,ADAMS,35849,18 to 60,563,93,233,7/24/2025 9:17
2018,SHELBY,44535,< 18,88,28,147,7/24/2025 9:17
2018,WARREN,8268,18 to 60,364,88,143,7/24/2025 9:17
2021,RANDOLPH,24409,18 to 60,1039,138,812,7/24/2025 9:17
2021,FAYETTE,23381,60+,865,32,302,7/24/2025 9:17
2023,PERRY,19209,< 18,186,76,91,7/24/2025 9:17
2022,PERRY,19207,< 18,129,36,115,7/24/2025 9:17
2019,PERRY,19184,< 18,191,41,100,7/24/2025 9:17
2021,PIKE,12170,< 18,,,,7/24/2025 9:17
2020,RANDOLPH,24415,18 to 60,625,118,334,7/24/2025 9:17
2021,FAYETTE,23381,< 18,105,51,135,7/24/2025 9:17
2019,SWITZERLAND,10815,60+,60,,42,7/24/2025 9:17
2023,BENTON,8729,18 to 60,124,34,65,7/24/2025 9:17
2021,PIKE,12170,60+,141,,114,7/24/2025 9:17
2024,CARROLL,20525,18 to 60,104,18,71,7/24/2025 9:17
2019,SWITZERLAND,10815,< 18,,,,7/24/2025 9:17
2022,BOONE,74309,60+,1816,57,733,7/24/2025 9:17
2019,ST JOSEPH,271695,18 to 60,14805,2524,3584,7/24/2025 9:17
2024,DELAWARE,112321,18 to 60,5285,877,1756,7/24/2025 9:17
2017,LAPORTE,109958,60+,2800,138,811,7/24/2025 9:17
2017,BARTHOLOMEW,82455,18 to 60,5036,1009,1294,7/24/2025 9:17
2017,LAPORTE,109958,< 18,204,78,360,7/24/2025 9:17
2022,WAYNE,66216,18 to 60,3672,1138,1707,7/24/2025 9:17
2020,DELAWARE,111762,18 to 60,4439,679,1532,7/24/2025 9:17
2023,ELKHART,206409,18 to 60,7585,1312,3443,7/24/2025 9:17
2017,RIPLEY,28432,18 to 60,865,113,401,7/24/2025 9:17
2022,BOONE,74309,< 18,471,71,319,7/24/2025 9:17
2018,DEARBORN,49560,60+,951,43,358,7/24/2025 9:17
2021,MORGAN,72275,< 18,302,132,423,7/24/2025 9:17
2019,RIPLEY,28465,18 to 60,1661,119,532,7/24/2025 9:17
2022,WHITE,24660,< 18,52,16,71,7/24/2025 9:17
2021,MORGAN,72275,60+,2347,87,937,7/24/2025 9:17
2022,WHITE,24660,60+,361,,163,7/24/2025 9:17
2018,DEARBORN,49560,< 18,106,21,138,7/24/2025 9:17
2024,PIKE,12106,18 to 60,93,17,53,7/24/2025 9:17
2017,UNION,7199,60+,,0,,7/24/2025 9:17
2017,UNION,7199,< 18,,,,7/24/2025 9:17
2020,PORTER,173318,18 to 60,3888,763,785,7/24/2025 9:17
2022,TIPPECANOE,188237,60+,5147,199,1609,7/24/2025 9:17
2018,MADISON,129509,60+,3349,163,664,7/24/2025 9:17
2019,KOSCIUSKO,79438,60+,1256,40,430,7/24/2025 9:17
2018,MADISON,129509,< 18,358,106,316,7/24/2025 9:17
2019,CLARK,118191,18 to 60,1868,165,748,7/24/2025 9:17
2019,KOSCIUSKO,79438,< 18,194,53,131,7/24/2025 9:17
2024,FLOYD,80809,18 to 60,12332,580,3302,7/24/2025 9:17
2022,TIPPECANOE,188237,< 18,851,337,776,7/24/2025 9:17
2022,MIAMI,35546,60+,534,,203,7/24/2025 9:17
2019,MONROE,148178,60+,2336,80,693,7/24/2025 9:17
2022,MIAMI,35546,< 18,75,25,77,7/24/2025 9:17
2024,JEFFERSON,33056,60+,1485,50,669,7/24/2025 9:17
2019,MONROE,148178,< 18,127,31,121,7/24/2025 9:17
2022,DECATUR,26454,18 to 60,944,164,423,7/24/2025 9:17
2020,MORGAN,71836,18 to 60,2900,670,1776,7/24/2025 9:17
2023,SCOTT,24657,18 to 60,1929,250,845,7/24/2025 9:17
2024,JEFFERSON,33056,< 18,243,119,367,7/24/2025 9:17
2024,MARTIN,9897,60+,93,,72,7/24/2025 9:17
2024,BROWN,15653,60+,86,,44,7/24/2025 9:17
2022,NEWTON,13839,60+,155,,48,7/24/2025 9:17
2019,OHIO,5908,60+,45,,24,7/24/2025 9:17
2018,MARTIN,10204,60+,52,,35,7/24/2025 9:17
2024,MARTIN,9897,< 18,23,,18,7/24/2025 9:17
2022,NEWTON,13839,< 18,17,,,7/24/2025 9:17
2024,BROWN,15653,< 18,,,,7/24/2025 9:17
2019,OHIO,5908,< 18,0,0,,7/24/2025 9:17
2018,MARTIN,10204,< 18,,0,,7/24/2025 9:17
2024,JOHNSON,167819,60+,2930,146,1143,7/24/2025 9:17
2017,DAVIESS,33127,< 18,21,,28,7/24/2025 9:17
2019,LAKE,486244,18 to 60,30788,5823,19161,7/24/2025 9:17
2024,JOHNSON,167819,< 18,503,176,372,7/24/2025 9:17
2023,LAWRENCE,45084,60+,1131,47,202,7/24/2025 9:17
2023,WHITLEY,34742,18 to 60,1238,205,452,7/24/2025 9:17
2024,WARRICK,65867,60+,4217,117,1373,7/24/2025 9:17
2023,PUTNAM,37567,60+,644,30,301,7/24/2025 9:17
2019,PUTNAM,37566,60+,654,37,244,7/24/2025 9:17
2023,KOSCIUSKO,80364,18 to 60,2019,373,848,7/24/2025 9:17
2019,PUTNAM,37566,< 18,43,10,64,7/24/2025 9:17
2021,PUTNAM,37043,60+,861,37,317,7/24/2025 9:17
2017,DAVIESS,33127,60+,506,23,37,7/24/2025 9:17
2020,DUBOIS,43642,60+,624,14,137,7/24/2025 9:17
2024,WARRICK,65867,< 18,879,261,506,7/24/2025 9:17
2018,DAVIESS,33314,60+,815,43,222,7/24/2025 9:17
2018,DAVIESS,33314,< 18,59,16,52,7/24/2025 9:17
2023,LAWRENCE,45084,< 18,183,63,143,7/24/2025 9:17
2021,PUTNAM,37043,< 18,89,28,91,7/24/2025 9:17
2021,WELLS,28154,18 to 60,184,42,134,7/24/2025 9:17
2023,PUTNAM,37567,< 18,130,40,117,7/24/2025 9:17
2021,MARTIN,9804,18 to 60,80,13,58,7/24/2025 9:17
2020,MARTIN,9809,18 to 60,110,16,72,7/24/2025 9:17
2020,DUBOIS,43642,< 18,87,49,37,7/24/2025 9:17
2020,OHIO,5928,18 to 60,46,,47,7/24/2025 9:17
2019,NEWTON,13972,18 to 60,31,,16,7/24/2025 9:17
2022,WABASH,30842,60+,1086,39,421,7/24/2025 9:17
2024,CASS,37666,60+,995,43,374,7/24/2025 9:17
2021,LAKE,499257,18 to 60,44947,6026,25718,7/24/2025 9:17
2017,ELKHART,204279,18 to 60,6295,1126,1722,7/24/2025 9:17
2018,GRANT,66112,60+,2471,74,641,7/24/2025 9:17
2019,ALLEN,379006,18 to 60,14459,3052,5333,7/24/2025 9:17
2017,JENNINGS,27686,18 to 60,661,205,222,7/24/2025 9:17
2023,ST JOSEPH,272848,< 18,709,226,687,7/24/2025 9:17
2018,JAY,20721,60+,316,11,86,7/24/2025 9:17
2023,ST JOSEPH,272848,60+,5520,155,1117,7/24/2025 9:17
2023,CLARK,125467,18 to 60,5023,945,1594,7/24/2025 9:17
2021,GRANT,66188,60+,3587,156,1321,7/24/2025 9:17
2018,JAY,20721,< 18,44,13,40,7/24/2025 9:17
2019,PORTER,170599,60+,2994,82,553,7/24/2025 9:17
2021,CLINTON,32983,18 to 60,693,194,366,7/24/2025 9:17
2020,JACKSON,46479,18 to 60,3004,419,1186,7/24/2025 9:17
2022,JACKSON,46230,18 to 60,2219,345,1332,7/24/2025 9:17
2019,SCOTT,23855,60+,517,22,248,7/24/2025 9:17
2018,VIGO,107438,18 to 60,4297,1529,1475,7/24/2025 9:17
2018,FULTON,20113,18 to 60,340,67,235,7/24/2025 9:17
2017,CASS,37827,60+,425,14,175,7/24/2025 9:17
2019,PORTER,170599,< 18,319,94,159,7/24/2025 9:17
2023,LAGRANGE,40907,60+,572,24,212,7/24/2025 9:17
2023,DAVIESS,33656,18 to 60,655,95,268,7/24/2025 9:17
2022,PUTNAM,37294,18 to 60,1119,237,528,7/24/2025 9:17
2022,GREENE,31071,< 18,138,92,109,7/24/2025 9:17
2017,LAWRENCE,45595,18 to 60,564,83,275,7/24/2025 9:17
2021,GRANT,66188,< 18,753,164,760,7/24/2025 9:17
2022,WABASH,30842,< 18,202,51,112,7/24/2025 9:17
2024,FULTON,20358,18 to 60,840,102,303,7/24/2025 9:17
2020,CLINTON,33178,18 to 60,608,153,307,7/24/2025 9:17
2018,WHITE,24168,< 18,18,11,67,7/24/2025 9:17
2018,WHITE,24168,60+,508,17,194,7/24/2025 9:17
2022,GREENE,31071,60+,595,30,238,7/24/2025 9:17
2018,GRANT,66112,< 18,290,54,242,7/24/2025 9:17
2017,CASS,37827,< 18,47,13,153,7/24/2025 9:17
2024,CASS,37666,< 18,238,74,152,7/24/2025 9:17
2023,LAGRANGE,40907,< 18,150,46,106,7/24/2025 9:17
2022,SPENCER,19849,18 to 60,214,41,171,7/24/2025 9:17
2024,UNION,6973,60+,56,,25,7/24/2025 9:17
2019,SCOTT,23855,< 18,93,34,143,7/24/2025 9:17
2017,SWITZERLAND,10689,18 to 60,77,15,61,7/24/2025 9:17
2022,CRAWFORD,10517,60+,52,,33,7/24/2025 9:17
2020,UNION,7082,60+,68,,22,7/24/2025 9:17
2021,CRAWFORD,10491,60+,47,,33,7/24/2025 9:17
2021,CRAWFORD,10491,< 18,,0,,7/24/2025 9:17
2022,CRAWFORD,10517,< 18,,0,,7/24/2025 9:17
2024,UNION,6973,< 18,,,,7/24/2025 9:17
2018,UNION,7086,60+,,0,0,7/24/2025 9:17
2020,UNION,7082,< 18,,0,0,7/24/2025 9:17
2018,UNION,7086,< 18,,,,7/24/2025 9:17
2022,VANDERBURGH,179563,60+,7794,395,2751,7/24/2025 9:17
2018,SCOTT,23773,18 to 60,725,167,500,7/24/2025 9:17
2023,GRANT,66200,18 to 60,5900,904,3308,7/24/2025 9:17
2017,HENRY,48178,60+,1055,41,300,7/24/2025 9:17
2021,KNOX,35976,60+,1463,62,392,7/24/2025 9:17
2023,GREENE,31196,18 to 60,703,157,318,7/24/2025 9:17
2021,HOWARD,83650,60+,4449,168,1381,7/24/2025 9:17
2024,HARRISON,40006,< 18,266,96,230,7/24/2025 9:17
2018,HOWARD,82339,60+,2237,105,563,7/24/2025 9:17
2022,SCOTT,24500,18 to 60,1395,258,846,7/24/2025 9:17
2018,HOWARD,82339,< 18,175,89,225,7/24/2025 9:17
2024,SHELBY,45231,60+,2163,59,797,7/24/2025 9:17
2022,HENRY,48815,60+,1698,74,504,7/24/2025 9:17
2024,PULASKI,12385,60+,343,21,184,7/24/2025 9:17
2022,VANDERBURGH,179563,< 18,1067,297,1300,7/24/2025 9:17
2022,HENRY,48815,< 18,308,114,159,7/24/2025 9:17
2024,SHELBY,45231,< 18,522,169,507,7/24/2025 9:17
2017,PULASKI,12529,60+,86,,55,7/24/2025 9:17
2022,FOUNTAIN,16620,18 to 60,258,38,133,7/24/2025 9:17
2022,HARRISON,39790,60+,1427,49,561,7/24/2025 9:17
2022,HARRISON,39790,< 18,219,60,221,7/24/2025 9:17
2022,SHELBY,45189,< 18,450,182,435,7/24/2025 9:17
2024,HARRISON,40006,60+,1490,47,577,7/24/2025 9:17
2020,LAGRANGE,40542,18 to 60,601,128,296,7/24/2025 9:17
2021,HOWARD,83650,< 18,528,237,505,7/24/2025 9:17
2017,HENRY,48178,< 18,63,18,90,7/24/2025 9:17
2021,KNOX,35976,< 18,193,104,135,7/24/2025 9:17
2018,WABASH,31210,18 to 60,226,54,156,7/24/2025 9:17
2017,WASHINGTON,27780,< 18,47,18,65,7/24/2025 9:17
2018,STARKE,22953,18 to 60,59,11,21,7/24/2025 9:17
2022,SHELBY,45189,60+,1987,51,718,7/24/2025 9:17
2017,OHIO,5867,60+,107,,50,7/24/2025 9:17
2018,OHIO,5880,60+,48,0,47,7/24/2025 9:17
2017,WASHINGTON,27780,60+,364,34,170,7/24/2025 9:17
2017,PIKE,12302,60+,102,,73,7/24/2025 9:17
2018,PIKE,12384,60+,94,,79,7/24/2025 9:17
2024,PULASKI,12385,< 18,52,13,55,7/24/2025 9:17
2019,PIKE,12383,60+,94,,83,7/24/2025 9:17
2017,PIKE,12302,< 18,,,,7/24/2025 9:17
2017,PULASKI,12529,< 18,,,53,7/24/2025 9:17
2017,OHIO,5867,< 18,,0,,7/24/2025 9:17
2019,PIKE,12383,< 18,,,,7/24/2025 9:17
2018,PIKE,12384,< 18,11,,,7/24/2025 9:17
2018,OHIO,5880,< 18,,0,,7/24/2025 9:17
2019,UNION,7135,18 to 60,0,0,0,7/24/2025 9:17
2022,LAPORTE,111822,< 18,551,275,462,7/24/2025 9:17
2017,DELAWARE,115268,18 to 60,3704,873,1501,7/24/2025 9:17
2024,MONROE,139342,18 to 60,6371,991,1775,7/24/2025 9:17
2022,LAPORTE,111822,60+,3587,219,1189,7/24/2025 9:17
2023,RUSH,16847,60+,544,16,289,7/24/2025 9:17
2024,LAPORTE,111706,60+,4028,238,1175,7/24/2025 9:17
2017,MONROE,146840,18 to 60,2474,543,701,7/24/2025 9:17
2020,LAPORTE,112270,60+,2755,137,1087,7/24/2025 9:17
2024,VIGO,106153,< 18,792,302,395,7/24/2025 9:17
2018,CLAY,26215,60+,446,11,149,7/24/2025 9:17
2019,PULASKI,12379,18 to 60,201,23,175,7/24/2025 9:17
2024,KNOX,36070,18 to 60,2416,473,810,7/24/2025 9:17
2020,HENRY,48903,18 to 60,1088,223,507,7/24/2025 9:17
2020,JENNINGS,27580,60+,454,15,298,7/24/2025 9:17
2023,CLINTON,32730,60+,629,17,277,7/24/2025 9:17
2024,JENNINGS,27622,60+,802,24,341,7/24/2025 9:17
2024,VIGO,106153,60+,3177,161,764,7/24/2025 9:17
2019,CLINTON,32298,60+,379,11,144,7/24/2025 9:17
2019,CLINTON,32298,< 18,28,15,63,7/24/2025 9:17
2018,HENRY,48205,18 to 60,1084,232,411,7/24/2025 9:17
2020,PULASKI,12515,18 to 60,324,49,168,7/24/2025 9:17
2024,JENNINGS,27622,< 18,298,112,250,7/24/2025 9:17
2024,LAPORTE,111706,< 18,666,297,498,7/24/2025 9:17
2024,WASHINGTON,28205,18 to 60,885,144,479,7/24/2025 9:17
